GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5501350100500,2020,1400000US55135100500,55135100500,Wisconsin,Waupaca County,135,100500,2841,1385,1456,48.75043999,51.24956001
G5501350100600,2020,1400000US55135100600,55135100600,Wisconsin,Waupaca County,135,100600,4989,1215,3774,24.35357787,75.64642213
G5501350100700,2020,1400000US55135100700,55135100700,Wisconsin,Waupaca County,135,100700,3375,144,3231,4.266666667,95.73333333
G5501350100800,2020,1400000US55135100800,55135100800,Wisconsin,Waupaca County,135,100800,4720,298,4422,6.313559322,93.68644068
G5501350100900,2020,1400000US55135100900,55135100900,Wisconsin,Waupaca County,135,100900,6051,5717,334,94.4802512,5.519748802
G5501350101000,2020,1400000US55135101000,55135101000,Wisconsin,Waupaca County,135,101000,6349,5549,800,87.39959049,12.60040951
G5501350101100,2020,1400000US55135101100,55135101100,Wisconsin,Waupaca County,135,101100,5028,4467,561,88.8424821,11.1575179
G5501350101200,2020,1400000US55135101200,55135101200,Wisconsin,Waupaca County,135,101200,3725,0,3725,0,100
G5501370960100,2020,1400000US55137960100,55137960100,Wisconsin,Waushara County,137,960100,2959,0,2959,0,100
G5501370960201,2020,1400000US55137960201,55137960201,Wisconsin,Waushara County,137,960201,1207,0,1207,0,100
G5501370960202,2020,1400000US55137960202,55137960202,Wisconsin,Waushara County,137,960202,2666,0,2666,0,100
G5501370960300,2020,1400000US55137960300,55137960300,Wisconsin,Waushara County,137,960300,3331,0,3331,0,100
G5501370960400,2020,1400000US55137960400,55137960400,Wisconsin,Waushara County,137,960400,3490,0,3490,0,100
G5501370960600,2020,1400000US55137960600,55137960600,Wisconsin,Waushara County,137,960600,2027,0,2027,0,100
G5501370960700,2020,1400000US55137960700,55137960700,Wisconsin,Waushara County,137,960700,4425,87,4338,1.966101695,98.03389831
G5501370960800,2020,1400000US55137960800,55137960800,Wisconsin,Waushara County,137,960800,4415,0,4415,0,100
G5501390000100,2020,1400000US55139000100,55139000100,Wisconsin,Winnebago County,139,100,2895,2895,0,100,0
G5501390000200,2020,1400000US55139000200,55139000200,Wisconsin,Winnebago County,139,200,2612,2612,0,100,0
G5501390000300,2020,1400000US55139000300,55139000300,Wisconsin,Winnebago County,139,300,4120,4120,0,100,0
G5501390000400,2020,1400000US55139000400,55139000400,Wisconsin,Winnebago County,139,400,3047,3047,0,100,0
G5501390000501,2020,1400000US55139000501,55139000501,Wisconsin,Winnebago County,139,501,2838,2838,0,100,0
G5501390000502,2020,1400000US55139000502,55139000502,Wisconsin,Winnebago County,139,502,3424,3424,0,100,0
G5501390000700,2020,1400000US55139000700,55139000700,Wisconsin,Winnebago County,139,700,4777,4777,0,100,0
G5501390000800,2020,1400000US55139000800,55139000800,Wisconsin,Winnebago County,139,800,3131,3131,0,100,0
G5501390000900,2020,1400000US55139000900,55139000900,Wisconsin,Winnebago County,139,900,3389,3389,0,100,0
G5501390001000,2020,1400000US55139001000,55139001000,Wisconsin,Winnebago County,139,1000,2620,2620,0,100,0
G5501390001100,2020,1400000US55139001100,55139001100,Wisconsin,Winnebago County,139,1100,4255,4255,0,100,0
G5501390001200,2020,1400000US55139001200,55139001200,Wisconsin,Winnebago County,139,1200,2054,2054,0,100,0
G5501390001300,2020,1400000US55139001300,55139001300,Wisconsin,Winnebago County,139,1300,2699,2699,0,100,0
G5501390001400,2020,1400000US55139001400,55139001400,Wisconsin,Winnebago County,139,1400,3866,3866,0,100,0
G5501390001500,2020,1400000US55139001500,55139001500,Wisconsin,Winnebago County,139,1500,3092,3079,13,99.57956016,0.420439845
G5501390001600,2020,1400000US55139001600,55139001600,Wisconsin,Winnebago County,139,1600,4154,3909,245,94.10207029,5.897929706
G5501390001700,2020,1400000US55139001700,55139001700,Wisconsin,Winnebago County,139,1700,5336,4502,834,84.37031484,15.62968516
G5501390001801,2020,1400000US55139001801,55139001801,Wisconsin,Winnebago County,139,1801,5446,5287,159,97.080426,2.919573999
G5501390001803,2020,1400000US55139001803,55139001803,Wisconsin,Winnebago County,139,1803,6075,5682,393,93.5308642,6.469135802
G5501390001804,2020,1400000US55139001804,55139001804,Wisconsin,Winnebago County,139,1804,4725,4718,7,99.85185185,0.148148148
G5501390001900,2020,1400000US55139001900,55139001900,Wisconsin,Winnebago County,139,1900,5332,2317,3015,43.45461365,56.54538635
G5501390002001,2020,1400000US55139002001,55139002001,Wisconsin,Winnebago County,139,2001,3105,930,2175,29.95169082,70.04830918
G5501390002002,2020,1400000US55139002002,55139002002,Wisconsin,Winnebago County,139,2002,4204,0,4204,0,100
G5501390002100,2020,1400000US55139002100,55139002100,Wisconsin,Winnebago County,139,2100,3608,0,3608,0,100
G5501390002201,2020,1400000US55139002201,55139002201,Wisconsin,Winnebago County,139,2201,5134,0,5134,0,100
G5501390002202,2020,1400000US55139002202,55139002202,Wisconsin,Winnebago County,139,2202,2997,0,2997,0,100
G5501390002300,2020,1400000US55139002300,55139002300,Wisconsin,Winnebago County,139,2300,5691,241,5450,4.234756633,95.76524337
G5501390002401,2020,1400000US55139002401,55139002401,Wisconsin,Winnebago County,139,2401,5045,5045,0,100,0
G5501390002402,2020,1400000US55139002402,55139002402,Wisconsin,Winnebago County,139,2402,5657,5445,212,96.25243062,3.747569383
G5501390002500,2020,1400000US55139002500,55139002500,Wisconsin,Winnebago County,139,2500,4876,4876,0,100,0
G5501390002601,2020,1400000US55139002601,55139002601,Wisconsin,Winnebago County,139,2601,3918,3918,0,100,0
G5501390002602,2020,1400000US55139002602,55139002602,Wisconsin,Winnebago County,139,2602,4585,4585,0,100,0
G5501390002700,2020,1400000US55139002700,55139002700,Wisconsin,Winnebago County,139,2700,2426,2426,0,100,0
G5501390002800,2020,1400000US55139002800,55139002800,Wisconsin,Winnebago County,139,2800,4569,4569,0,100,0
G5501390002900,2020,1400000US55139002900,55139002900,Wisconsin,Winnebago County,139,2900,2212,2212,0,100,0
G5501390003000,2020,1400000US55139003000,55139003000,Wisconsin,Winnebago County,139,3000,1641,1641,0,100,0
G5501390003100,2020,1400000US55139003100,55139003100,Wisconsin,Winnebago County,139,3100,2046,2046,0,100,0
G5501390003200,2020,1400000US55139003200,55139003200,Wisconsin,Winnebago County,139,3200,2353,2353,0,100,0
G5501390003300,2020,1400000US55139003300,55139003300,Wisconsin,Winnebago County,139,3300,2608,2608,0,100,0
G5501390003400,2020,1400000US55139003400,55139003400,Wisconsin,Winnebago County,139,3400,4259,4259,0,100,0
G5501390003500,2020,1400000US55139003500,55139003500,Wisconsin,Winnebago County,139,3500,2871,2871,0,100,0
G5501390003600,2020,1400000US55139003600,55139003600,Wisconsin,Winnebago County,139,3600,4191,4191,0,100,0
G5501390003701,2020,1400000US55139003701,55139003701,Wisconsin,Winnebago County,139,3701,3813,3813,0,100,0
G5501390003703,2020,1400000US55139003703,55139003703,Wisconsin,Winnebago County,139,3703,6371,5718,653,89.75043164,10.24956836
G5501390003704,2020,1400000US55139003704,55139003704,Wisconsin,Winnebago County,139,3704,3663,2857,806,77.996178,22.003822
G5501410010100,2020,1400000US55141010100,55141010100,Wisconsin,Wood County,141,10100,4552,0,4552,0,100
G5501410010200,2020,1400000US55141010200,55141010200,Wisconsin,Wood County,141,10200,4800,3938,862,82.04166667,17.95833333
G5501410010300,2020,1400000US55141010300,55141010300,Wisconsin,Wood County,141,10300,2878,2878,0,100,0
G5501410010400,2020,1400000US55141010400,55141010400,Wisconsin,Wood County,141,10400,3459,3355,104,96.99335068,3.006649321
G5501410010500,2020,1400000US55141010500,55141010500,Wisconsin,Wood County,141,10500,3236,3067,169,94.77750309,5.22249691
G5501410010600,2020,1400000US55141010600,55141010600,Wisconsin,Wood County,141,10600,4527,4527,0,100,0
G5501410010700,2020,1400000US55141010700,55141010700,Wisconsin,Wood County,141,10700,5085,995,4090,19.56735497,80.43264503
G5501410010800,2020,1400000US55141010800,55141010800,Wisconsin,Wood County,141,10800,2744,0,2744,0,100
G5501410010900,2020,1400000US55141010900,55141010900,Wisconsin,Wood County,141,10900,3951,4,3947,0.101240192,99.89875981
G5501410011000,2020,1400000US55141011000,55141011000,Wisconsin,Wood County,141,11000,5695,5016,679,88.07726076,11.92273924
G5501410011100,2020,1400000US55141011100,55141011100,Wisconsin,Wood County,141,11100,3536,1548,1988,43.77828054,56.22171946
G5501410011200,2020,1400000US55141011200,55141011200,Wisconsin,Wood County,141,11200,3964,3619,345,91.29667003,8.70332997
G5501410011300,2020,1400000US55141011300,55141011300,Wisconsin,Wood County,141,11300,4477,4441,36,99.1958901,0.804109895
G5501410011400,2020,1400000US55141011400,55141011400,Wisconsin,Wood County,141,11400,5754,5557,197,96.57629475,3.423705249
G5501410011500,2020,1400000US55141011500,55141011500,Wisconsin,Wood County,141,11500,5975,4754,1221,79.56485356,20.43514644
G5501410011600,2020,1400000US55141011600,55141011600,Wisconsin,Wood County,141,11600,5037,502,4535,9.966249752,90.03375025
G5501410011700,2020,1400000US55141011700,55141011700,Wisconsin,Wood County,141,11700,4537,3679,858,81.08882521,18.91117479
